Comparison of the Reverse Engineering Tools Ghidra and Dyninst

Address	Ghidra Symbols	Dyninst Symbols	Full Match	Partial Match
3408	[_init]	[_init]	true	true
3420	[FUN_00103420]	[ ]	false	false
3430	[ ]	[__ctype_toupper_loc]	false	false
3440	[ ]	[getenv]	false	false
3450	[ ]	[sigprocmask]	false	false
3460	[ ]	[__snprintf_chk]	false	false
3470	[ ]	[raise]	false	false
3480	[ ]	[abort]	false	false
3490	[ ]	[__errno_location]	false	false
34a0	[ ]	[strncmp]	false	false
34b0	[ ]	[localtime_r]	false	false
34d0	[ ]	[strcpy]	false	false
34f0	[ ]	[isatty]	false	false
3500	[ ]	[sigaction]	false	false
3510	[ ]	[iswcntrl]	false	false
3520	[ ]	[wcswidth]	false	false
3530	[ ]	[localeconv]	false	false
3540	[ ]	[mbstowcs]	false	false
3550	[ ]	[readlink]	false	false
3560	[ ]	[clock_gettime]	false	false
3570	[ ]	[setenv]	false	false
3580	[ ]	[textdomain]	false	false
3590	[ ]	[fclose]	false	false
35a0	[ ]	[opendir]	false	false
35b0	[ ]	[getpwuid]	false	false
35c0	[ ]	[bindtextdomain]	false	false
35d0	[ ]	[dcgettext]	false	false
35e0	[ ]	[__ctype_get_mb_cur_max]	false	false
35f0	[ ]	[strlen]	false	false
3600	[ ]	[__lxstat]	false	false
3610	[ ]	[__stack_chk_fail]	false	false
3620	[ ]	[getopt_long]	false	false
3630	[ ]	[mbrtowc]	false	false
3640	[ ]	[strchr]	false	false
3650	[ ]	[getgrgid]	false	false
3660	[ ]	[__fxstatat]	false	false
3670	[ ]	[snprintf]	false	false
3680	[ ]	[__overflow]	false	false
3690	[ ]	[strrchr]	false	false
36a0	[ ]	[fgetfilecon]	false	false
36b0	[ ]	[gmtime_r]	false	false
36c0	[ ]	[lseek]	false	false
36d0	[ ]	[__assert_fail]	false	false
36e0	[ ]	[__strtoul_internal]	false	false
36f0	[ ]	[fnmatch]	false	false
3700	[ ]	[memset]	false	false
3710	[ ]	[ioctl]	false	false
3720	[ ]	[getcwd]	false	false
3730	[ ]	[strspn]	false	false
3740	[ ]	[closedir]	false	false
3750	[ ]	[memcmp]	false	false
3760	[ ]	[_setjmp]	false	false
3770	[ ]	[fputs_unlocked]	false	false
3780	[ ]	[calloc]	false	false
3790	[ ]	[lgetfilecon]	false	false
37a0	[ ]	[strcmp]	false	false
37b0	[ ]	[signal]	false	false
37c0	[ ]	[dirfd]	false	false
37d0	[ ]	[fputc_unlocked]	false	false
37e0	[ ]	[getpwnam]	false	false
37f0	[ ]	[__memcpy_chk]	false	false
3800	[ ]	[sigemptyset]	false	false
3810	[ ]	[memcpy]	false	false
3820	[ ]	[getgrnam]	false	false
3830	[ ]	[getfilecon]	false	false
3840	[ ]	[tzset]	false	false
3850	[ ]	[fileno]	false	false
3860	[ ]	[tcgetpgrp]	false	false
3870	[ ]	[__xstat]	false	false
3880	[ ]	[readdir]	false	false
3890	[ ]	[wcwidth]	false	false
38a0	[ ]	[fflush]	false	false
38b0	[ ]	[nl_langinfo]	false	false
38c0	[ ]	[__fxstat]	false	false
38d0	[ ]	[strcoll]	false	false
38e0	[ ]	[mktime]	false	false
38f0	[ ]	[__freading]	false	false
3900	[ ]	[fwrite_unlocked]	false	false
3910	[ ]	[realloc]	false	false
3920	[ ]	[stpncpy]	false	false
3930	[ ]	[setlocale]	false	false
3940	[ ]	[__printf_chk]	false	false
3950	[ ]	[timegm]	false	false
3960	[ ]	[strftime]	false	false
3970	[ ]	[mempcpy]	false	false
3980	[ ]	[memmove]	false	false
3990	[ ]	[error]	false	false
39a0	[ ]	[fseeko]	false	false
39b0	[ ]	[unsetenv]	false	false
39c0	[ ]	[__cxa_atexit]	false	false
39d0	[ ]	[wcstombs]	false	false
39e0	[ ]	[freecon]	false	false
39f0	[ ]	[gethostname]	false	false
3a00	[ ]	[sigismember]	false	false
3a10	[ ]	[exit]	false	false
3a20	[ ]	[fwrite]	false	false
3a30	[ ]	[__fprintf_chk]	false	false
3a40	[ ]	[fflush_unlocked]	false	false
3a50	[ ]	[mbsinit]	false	false
3a60	[ ]	[iswprint]	false	false
3a70	[ ]	[sigaddset]	false	false
3a80	[ ]	[__ctype_tolower_loc]	false	false
3a90	[ ]	[__ctype_b_loc]	false	false
3aa0	[ ]	[__sprintf_chk]	false	false
3ab0	[ ]	[free]	false	false
3ab8	[ ]	[malloc]	false	false
3ac0	[ ]	[__cxa_finalize]	false	false
3ad0	[FUN_00103ad0]	[main]	false	true
54a0	[entry]	[ ]	false	false
54d0	[FUN_001054d0]	[targ54d0]	true	true
5560	[_FINI_0]	[ ]	false	false
55a0	[_INIT_0]	[ ]	false	false
55b0	[FUN_001055b0]	[ ]	false	false
55c0	[FUN_001055c0]	[ ]	false	false
55e0	[FUN_001055e0]	[ ]	false	false
5610	[FUN_00105610]	[targ5610]	true	true
58a0	[FUN_001058a0]	[targ58a0]	true	true
5920	[FUN_00105920]	[targ5920]	true	true
5980	[FUN_00105980]	[targ5980]	true	true
5c00	[FUN_00105c00]	[targ5c00]	true	true
5c70	[FUN_00105c70]	[ ]	false	false
5cb0	[FUN_00105cb0]	[ ]	false	false
5cf0	[FUN_00105cf0]	[ ]	false	false
5d00	[FUN_00105d00]	[ ]	false	false
5d10	[FUN_00105d10]	[targ5d10]	true	true
5d60	[FUN_00105d60]	[targ5d60]	true	true
5e10	[FUN_00105e10]	[targ5e10]	true	true
5e90	[FUN_00105e90]	[targ5e90]	true	true
5f70	[FUN_00105f70]	[targ5f70]	true	true
6110	[FUN_00106110]	[targ6110]	true	true
6140	[FUN_00106140]	[ ]	false	false
6170	[FUN_00106170]	[ ]	false	false
61b0	[FUN_001061b0]	[ ]	false	false
61c0	[FUN_001061c0]	[ ]	false	false
61d0	[FUN_001061d0]	[ ]	false	false
61e0	[FUN_001061e0]	[ ]	false	false
61f0	[FUN_001061f0]	[targ61f0]	true	true
6360	[FUN_00106360]	[targ6360]	true	true
6430	[FUN_00106430]	[targ6430]	true	true
6500	[FUN_00106500]	[targ6500]	true	true
65c0	[FUN_001065c0]	[targ65c0]	true	true
6600	[FUN_00106600]	[ ]	false	false
6620	[FUN_00106620]	[targ6620]	true	true
6690	[FUN_00106690]	[ ]	false	false
6730	[FUN_00106730]	[ ]	false	false
67d0	[FUN_001067d0]	[ ]	false	false
6870	[FUN_00106870]	[ ]	false	false
6910	[FUN_00106910]	[ ]	false	false
69a0	[FUN_001069a0]	[ ]	false	false
6a30	[FUN_00106a30]	[ ]	false	false
6ac0	[FUN_00106ac0]	[ ]	false	false
6b50	[FUN_00106b50]	[targ6b50]	true	true
6c50	[FUN_00106c50]	[targ6c50]	true	true
6ca0	[FUN_00106ca0]	[ ]	false	false
6d50	[FUN_00106d50]	[ ]	false	false
6de0	[FUN_00106de0]	[ ]	false	false
6e70	[FUN_00106e70]	[ ]	false	false
6f70	[FUN_00106f70]	[targ6f70]	true	true
7140	[FUN_00107140]	[targ7140]	true	true
7190	[FUN_00107190]	[targ7190]	true	true
7200	[FUN_00107200]	[targ7200]	true	true
72f0	[FUN_001072f0]	[targ72f0]	true	true
7340	[FUN_00107340]	[targ7340]	true	true
7770	[FUN_00107770]	[targ7770]	true	true
7b80	[FUN_00107b80]	[targ7b80]	true	true
7fe0	[FUN_00107fe0]	[targ7fe0]	true	true
8170	[FUN_00108170]	[targ8170]	true	true
8b80	[FUN_00108b80]	[targ8b80]	true	true
8c10	[FUN_00108c10]	[targ8c10]	true	true
8dc0	[FUN_00108dc0]	[targ8dc0]	true	true
90d0	[FUN_001090d0]	[ ]	false	false
9280	[FUN_00109280]	[targ9280]	true	true
9660	[FUN_00109660]	[ ]	false	false
9710	[FUN_00109710]	[ ]	false	false
97d0	[FUN_001097d0]	[targ97d0]	true	true
98a0	[FUN_001098a0]	[targ98a0]	true	true
a700	[FUN_0010a700]	[targa700]	true	true
adc0	[FUN_0010adc0]	[ ]	false	false
ae00	[FUN_0010ae00]	[ ]	false	false
ae40	[FUN_0010ae40]	[ ]	false	false
ae90	[FUN_0010ae90]	[ ]	false	false
aed0	[FUN_0010aed0]	[ ]	false	false
af10	[FUN_0010af10]	[ ]	false	false
af60	[FUN_0010af60]	[ ]	false	false
afd0	[FUN_0010afd0]	[ ]	false	false
b040	[FUN_0010b040]	[ ]	false	false
b080	[FUN_0010b080]	[ ]	false	false
b0c0	[FUN_0010b0c0]	[ ]	false	false
b100	[FUN_0010b100]	[ ]	false	false
b140	[FUN_0010b140]	[ ]	false	false
b190	[FUN_0010b190]	[ ]	false	false
b1e0	[FUN_0010b1e0]	[ ]	false	false
b290	[FUN_0010b290]	[ ]	false	false
b340	[FUN_0010b340]	[ ]	false	false
b400	[FUN_0010b400]	[ ]	false	false
b4b0	[FUN_0010b4b0]	[ ]	false	false
b570	[FUN_0010b570]	[ ]	false	false
b620	[FUN_0010b620]	[ ]	false	false
b6a0	[FUN_0010b6a0]	[ ]	false	false
b720	[FUN_0010b720]	[ ]	false	false
b810	[FUN_0010b810]	[ ]	false	false
b900	[FUN_0010b900]	[ ]	false	false
b9b0	[FUN_0010b9b0]	[ ]	false	false
ba70	[FUN_0010ba70]	[ ]	false	false
